index,Tahun,Comments,preprocessed,tokenize_text,label,score
161,2022,salam kenal bang will dari PLAT (T) sini bang wil borong surabi ijo kuntilanak has rengasdengklok sambil maen ke TUGU BOJONG PROKLAMASIH KEMERDEKAAN  BANYAK pedagang"kecil. ??bismillah 500rb ??,salam kenal bang wil plat t bang wil borong surabi ijo kuntilanak has rengasdengklok main tugu bojong proklamasih merdeka dagang lipat tangan bismillah rb tangan angkat dan rapat sama,"['salam', 'kenal', 'bang', 'wil', 'plat', 't', 'bang', 'wil', 'borong', 'surabi', 'ijo', 'kuntilanak', 'has', 'rengasdengklok', 'main', 'tugu', 'bojong', 'proklamasih', 'merdeka', 'dagang', 'lipat', 'tangan', 'bismillah', 'rb', 'tangan', 'angkat', 'dan', 'rapat', 'sama']",positif,12
162,2022,Maasya Allah panjang umur aamiin ??,maasya allah umur amin tangan angkat dan rapat sama,"['maasya', 'allah', 'umur', 'amin', 'tangan', 'angkat', 'dan', 'rapat', 'sama']",positif,12
163,2022,Sehat selaluh kk willie panjang umur makin lancar rejekinya ??,sehat selaluh willie umur lancar rejekinya tangan angkat dan rapat sama,"['sehat', 'selaluh', 'willie', 'umur', 'lancar', 'rejekinya', 'tangan', 'angkat', 'dan', 'rapat', 'sama']",positif,12
164,2022,"Kak Willie,motif kembang Api ????",kak willie motif kembang api kembang api wajah senyum dengan mata bahagia,"['kak', 'willie', 'motif', 'kembang', 'api', 'kembang', 'api', 'wajah', 'senyum', 'dengan', 'mata', 'bahagia']",positif,12
165,2022,Hbd vilmei ??????,hbd vilmei wajah pesta wajah pesta wajah pesta,"['hbd', 'vilmei', 'wajah', 'pesta', 'wajah', 'pesta', 'wajah', 'pesta']",positif,12
166,2022,Happy birthday to you Willie dan vilmei semoga panjang umur amin,happy birthday you willie vilmei moga umur amin,"['happy', 'birthday', 'you', 'willie', 'vilmei', 'moga', 'umur', 'amin']",positif,12
167,2022,Happy birthday kak   semoga panjang umur,happy birthday kak moga umur,"['happy', 'birthday', 'kak', 'moga', 'umur']",positif,12
168,2022,Ka willi semoga berkah y orang baik banyak yg sayang ka willi borong indomaret yu ????,kak willi moga berkah ya orang sayang kak willi borong indomaret yuk hati merah hati merah,"['kak', 'willi', 'moga', 'berkah', 'ya', 'orang', 'sayang', 'kak', 'willi', 'borong', 'indomaret', 'yuk', 'hati', 'merah', 'hati', 'merah']",positif,12
169,2022,Klo orang pedesaan sprt sy kayknya gk mungkin dpat borongan sprt mereka...tp mudah"an suatu saat nnt bisa dpt hadiah dr kak willie Amin ya Allah ??,kalo orang desa kayknya dpat borong mudahmudahan hadiah kak willie amin ya allah tangan angkat dan rapat sama,"['kalo', 'orang', 'desa', 'kayknya', 'dpat', 'borong', 'mudahmudahan', 'hadiah', 'kak', 'willie', 'amin', 'ya', 'allah', 'tangan', 'angkat', 'dan', 'rapat', 'sama']",positif,12
170,2022,Gratis biaya perawatan dan servis,gratis biaya awat servis,"['gratis', 'biaya', 'awat', 'servis']",positif,12
171,2023,yg ngasih uang barokah /sehat???????? dan bp juga sehat,asih uang barokah sehat hati merah hati merah hati merah hati merah bp sehat,"['asih', 'uang', 'barokah', 'sehat', 'hati', 'merah', 'hati', 'merah', 'hati', 'merah', 'hati', 'merah', 'bp', 'sehat']",positif,12
172,2023,Mantap Willi Salim.. bagi rezekinya ke Kita dong.. he he he,mantap willi salim rezeki he he he,"['mantap', 'willi', 'salim', 'rezeki', 'he', 'he', 'he']",positif,12
173,2023,Kak aku mau uangnya dong kasih aku uang udah follow loh kalau setiap diiket tuh ngelihat di film gue yang mobil Salim aku follow follow-in soalnya pengen banget dapat hadiah kirimin ke alamat gua lahir ya kak rumahnya warna hijau hijau muda ya sebelah itu kiri kiri???????? kak emang aku nggak lucu ya aku masih kelas 1 loh tapi masih libur panjang itu juga aku terus aku punya mobil truk tapi itu dibeliin Ama aku bukan Miyako mau aku tuh agak jelek-jelek gitu napa tapi dianggap kata teman-teman aku orang kaya kalau orang miskin??????????????,kak uang kasih uang follow loh diiket tuh film gue mobil salim follow followini pengin banget hadiah kirim alamat gua lahir ya kak rumah warna hijau hijau muda ya belah kiri kiri wajah senyum lebar mata hati hati merah jempol ke atas wajah senyum dengan hati kak lucu ya kelas loh libur mobil truk dibeliin miyako tuh jelekjelek anggap temanteman orang kayak orang miskin hati merah wajah senyum lebar mata hati nilai ratus hati sinar pelangi jempol ke atas wajah senyum dengan hati,"['kak', 'uang', 'kasih', 'uang', 'follow', 'loh', 'diiket', 'tuh', 'film', 'gue', 'mobil', 'salim', 'follow', 'followini', 'pengin', 'banget', 'hadiah', 'kirim', 'alamat', 'gua', 'lahir', 'ya', 'kak', 'rumah', 'warna', 'hijau', 'hijau', 'muda', 'ya', 'belah', 'kiri', 'kiri', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'hati', 'merah', 'jempol', 'ke', 'atas', 'wajah', 'senyum', 'dengan', 'hati', 'kak', 'lucu', 'ya', 'kelas', 'loh', 'libur', 'mobil', 'truk', 'dibeliin', 'miyako', 'tuh', 'jelekjelek', 'anggap', 'temanteman', 'orang', 'kayak', 'orang', 'miskin', 'hati', 'merah', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'nilai', 'ratus', 'hati', 'sinar', 'pelangi', 'jempol', 'ke', 'atas', 'wajah', 'senyum', 'dengan', 'hati']",positif,12
174,2023,"Alhamdulillah, betapa berkahnya hidup  abang masih muda sudah sukses.",alhamdulillah betapa berkah hidup abang muda sukses,"['alhamdulillah', 'betapa', 'berkah', 'hidup', 'abang', 'muda', 'sukses']",positif,12
175,2023,Semoga kaka willi sehat selalu dan makin sukses amin ya allah,moga kakak willi sehat sukses amin ya allah,"['moga', 'kakak', 'willi', 'sehat', 'sukses', 'amin', 'ya', 'allah']",positif,12
176,2023,"?????????? semangat , untuk melakukan kegiatan positif.",tepuk tangan tepuk tangan tepuk tangan tepuk tangan tepuk tangan semangat giat positif,"['tepuk', 'tangan', 'tepuk', 'tangan', 'tepuk', 'tangan', 'tepuk', 'tangan', 'tepuk', 'tangan', 'semangat', 'giat', 'positif']",positif,12
177,2023,"Saya pengen mobil Toyota Agya GR Sport Warna Kuning, itu impian saya kak wili, bisah nggak mewujudkannya??????????????",pengin mobil toyota agya gr sport warna kuning impi kak wili bisah wujud lipat tangan lipat tangan lipat tangan tangan angkat dan rapat sama tangan angkat dan rapat sama wajah malaikat wajah malaikat,"['pengin', 'mobil', 'toyota', 'agya', 'gr', 'sport', 'warna', 'kuning', 'impi', 'kak', 'wili', 'bisah', 'wujud', 'lipat', 'tangan', 'lipat', 'tangan', 'lipat', 'tangan', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'wajah', 'malaikat', 'wajah', 'malaikat']",positif,12
178,2023,Semoga cepat sembuh ya biar ngonten lagi sama vilmei aku doain semoga kak Wili cepat sembuh amin ya roball allamin,moga cepat sembuh ya biar ngonten vilmei doain moga kak wili cepat sembuh amin ya robal allamin,"['moga', 'cepat', 'sembuh', 'ya', 'biar', 'ngonten', 'vilmei', 'doain', 'moga', 'kak', 'wili', 'cepat', 'sembuh', 'amin', 'ya', 'robal', 'allamin']",positif,12
179,2024,Kak Wil aku udah paket lengkap tapi belum di dapat?? bersyukur banget kalo dapat??,kak wil paket lengkap wajah memelas syukur banget kalo angkat tangan,"['kak', 'wil', 'paket', 'lengkap', 'wajah', 'memelas', 'syukur', 'banget', 'kalo', 'angkat', 'tangan']",positif,12
180,2024,"Terimakasih kasih ka   udah membatu masyarakat Indonesia sampai luar Indonesia udah ka Willy bantu sampai sekarang ini, tinggal saya yang belum pernah dapet tapi jujur saya suka banget liat orang2 yang seperti saya ini , terimakasih ka   udah bantu kita orang yang kurang mampu????????",terimakasih kasih kak batu masyarakat indonesia indonesia kak willy bantu tinggal jujur suka banget lihat orangorang terimakasih kak bantu orang mampu wajah memelas wajah memelas wajah menang keras,"['terimakasih', 'kasih', 'kak', 'batu', 'masyarakat', 'indonesia', 'indonesia', 'kak', 'willy', 'bantu', 'tinggal', 'jujur', 'suka', 'banget', 'lihat', 'orangorang', 'terimakasih', 'kak', 'bantu', 'orang', 'mampu', 'wajah', 'memelas', 'wajah', 'memelas', 'wajah', 'menang', 'keras']",positif,12
181,2024,Kita bikin romantis gak tuh ?? oh iya selamat ulang tahun ya kak vilmei??,bikin romantis tuh wajah menang keras oh iya selamat ulang ya kak vilmei wajah pesta,"['bikin', 'romantis', 'tuh', 'wajah', 'menang', 'keras', 'oh', 'iya', 'selamat', 'ulang', 'ya', 'kak', 'vilmei', 'wajah', 'pesta']",positif,12
182,2024,Happy birthday buat Vilmei cantik semoga berbahagia selalu ??????,happy birthday vilmei cantik moga bahagia wajah malaikat hati merah,"['happy', 'birthday', 'vilmei', 'cantik', 'moga', 'bahagia', 'wajah', 'malaikat', 'hati', 'merah']",positif,12
183,2024,"So sweet ??, selamat ulang tahun kak   ????",sok sweet wajah senyum lebar mata hati selamat ulang kak wajah pesta hati merah,"['sok', 'sweet', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'selamat', 'ulang', 'kak', 'wajah', 'pesta', 'hati', 'merah']",positif,12
184,2024,"22 tahun, panjang umur, sukses selalu kak,semoga lancar terus rejekinya ??",umur sukses kak moga lancar rejekinya wajah pesta,"['umur', 'sukses', 'kak', 'moga', 'lancar', 'rejekinya', 'wajah', 'pesta']",positif,12
185,2024,"Ya Allah nangis aku liat anaknya, doaku buat ka Willie sehat terus panjang umur barokah",ya allah menang lihat anak doa kak willie sehat umur barokah,"['ya', 'allah', 'menang', 'lihat', 'anak', 'doa', 'kak', 'willie', 'sehat', 'umur', 'barokah']",positif,12
186,2024,Semoga kak Willie panjang umur sehat selalu tombol dukung bang Willie pencet lovee????>>>>,moga kak willie umur sehat tombol dukung bang willie pencet love hati merah hati merah,"['moga', 'kak', 'willie', 'umur', 'sehat', 'tombol', 'dukung', 'bang', 'willie', 'pencet', 'love', 'hati', 'merah', 'hati', 'merah']",positif,12
187,2024,"Happy birthday ka willi smoga slalu shat & berkah,,saya si ga pingin hp kaj tapi cuma pingin sdikit rezeki buat bli beras sama gas,,salam orang kampung",happy birthday kak willi moga sehat berkah saya sih pengin hp kak pengin sdikit rezeki beli beras gas salam orang kampung,"['happy', 'birthday', 'kak', 'willi', 'moga', 'sehat', 'berkah', 'saya', 'sih', 'pengin', 'hp', 'kak', 'pengin', 'sdikit', 'rezeki', 'beli', 'beras', 'gas', 'salam', 'orang', 'kampung']",positif,12
188,2024,Selamat ulang tahun kak wily semoga panjang umur dan di panjang kan rejekinya??,selamat ulang kak wily moga umur rejekinya wajah pesta,"['selamat', 'ulang', 'kak', 'wily', 'moga', 'umur', 'rejekinya', 'wajah', 'pesta']",positif,12
189,2020,Koko   Baguuuss banyak ngeluarin Keringat ???? Bismillah Ya Allah...Mudah2an Aku dapat THR dari Koko Willie..Aamiin YRA ????,koko bagus keluar keringat tepuk tangan jempol ke atas bismillah ya allah mudahmudahan thr koko willie amin yra tangan angkat dan rapat sama lipat tangan,"['koko', 'bagus', 'keluar', 'keringat', 'tepuk', 'tangan', 'jempol', 'ke', 'atas', 'bismillah', 'ya', 'allah', 'mudahmudahan', 'thr', 'koko', 'willie', 'amin', 'yra', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'lipat', 'tangan']",positif,11
190,2020,Kerennn sih kk Wily semangat kak ????,keren sih wily semangat kak angkat tangan angkat tangan,"['keren', 'sih', 'wily', 'semangat', 'kak', 'angkat', 'tangan', 'angkat', 'tangan']",positif,11
191,2020,Haloo kak willy smoga d lancarkan rejeki nyaa??????,halo kak willy moga lancar rejeki nya hati merah hati merah hati merah,"['halo', 'kak', 'willy', 'moga', 'lancar', 'rejeki', 'nya', 'hati', 'merah', 'hati', 'merah', 'hati', 'merah']",positif,11
192,2020,Semngat yh abnag ...sehat selalu semoga dalam lindungan allloh,semangat ya abnag sehat moga lindung alloh,"['semangat', 'ya', 'abnag', 'sehat', 'moga', 'lindung', 'alloh']",positif,11
193,2021,Bismilah  kawille  aku mau  THR makasih ka wille bayak ka kasih kesehatan  dari  Allah swt ??,bismilah kawille thr terima kasih kak wille bayak kak kasih sehat allah swt wajah senyum lebar mata hati,"['bismilah', 'kawille', 'thr', 'terima', 'kasih', 'kak', 'wille', 'bayak', 'kak', 'kasih', 'sehat', 'allah', 'swt', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",positif,11
194,2021,"Lancar terus bg ?? sehat selalu,bismillah kebaca dm nya",lancar bang wajah seringai sehat bismillah baca dm nya,"['lancar', 'bang', 'wajah', 'seringai', 'sehat', 'bismillah', 'baca', 'dm', 'nya']",positif,11
195,2021,BISMILLAH semoga Dapat iPhone Juga'????,bismillah moga iphone tangan angkat dan rapat sama lipat tangan,"['bismillah', 'moga', 'iphone', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'lipat', 'tangan']",positif,11
196,2021,"ko bantu biaya operasi paru paru mama aku yuk ko , dibulan ramadhan yang berkah ini , kali ini aja ko notice aku ????",bantu biaya operasi paru paru mama yuk bulan ramadhan berkah kali notice wajah renung wajah renung,"['bantu', 'biaya', 'operasi', 'paru', 'paru', 'mama', 'yuk', 'bulan', 'ramadhan', 'berkah', 'kali', 'notice', 'wajah', 'renung', 'wajah', 'renung']",positif,11
197,2021,Bismillah semoga Dapat iPhone Juga'????,bismillah moga iphone tangan angkat dan rapat sama lipat tangan,"['bismillah', 'moga', 'iphone', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'lipat', 'tangan']",positif,11
198,2021,"Semoga selalu diberi kesehatan, rezeki berlimpah dan sukses selalu",moga sehat rezeki limpah sukses,"['moga', 'sehat', 'rezeki', 'limpah', 'sukses']",positif,11
199,2021,"Asallamualkum kk willi, semoga kk willi selalu di lindugi oleh tuhan terus sehat selalu panjng umur dn semoga selalu trus berbuat kebaikn amin",asallamualkum willi moga willi lindugi tuhan sehat panjng umur moga buat kebaikn amin,"['asallamualkum', 'willi', 'moga', 'willi', 'lindugi', 'tuhan', 'sehat', 'panjng', 'umur', 'moga', 'buat', 'kebaikn', 'amin']",positif,11
200,2022,bismillah semoga di undang borong borong bareng??,bismillah moga undang borong borong bareng wajah senyum dengan mata bahagia,"['bismillah', 'moga', 'undang', 'borong', 'borong', 'bareng', 'wajah', 'senyum', 'dengan', 'mata', 'bahagia']",positif,11
201,2022,  tetap semangat tebar kebaikan ingsa allah rejeki ngalir mudah2 saya bisa kaya abang amin,semangat tebar baik ingsa allah rejeki alir mudahmudah kayak abang amin,"['semangat', 'tebar', 'baik', 'ingsa', 'allah', 'rejeki', 'alir', 'mudahmudah', 'kayak', 'abang', 'amin']",positif,11
202,2022,Masya Allah mudah2xhan rejeki ka willi tabah berlipat2x ganda,masya allah mudahxhan rejeki kak willi tabah berlipatx ganda,"['masya', 'allah', 'mudahxhan', 'rejeki', 'kak', 'willi', 'tabah', 'berlipatx', 'ganda']",positif,11
203,2022,Alhamdulillah .. Semoga semakin lancar rezeki nya aamiin,alhamdulillah moga lancar rezeki nya amin,"['alhamdulillah', 'moga', 'lancar', 'rezeki', 'nya', 'amin']",positif,11
204,2022,Semoga tambah berkah...ya Allah pgn deh ketemu ka willy,moga berkah ya allah pengin deh ketemu kak willy,"['moga', 'berkah', 'ya', 'allah', 'pengin', 'deh', 'ketemu', 'kak', 'willy']",positif,11
205,2022,Sehat selalu dan di lancarkan rezekinya semangat bg willie,sehat lancar rezeki semangat bang willie,"['sehat', 'lancar', 'rezeki', 'semangat', 'bang', 'willie']",positif,11
206,2023,Smngat KA Willi sukses trus dan sehat selalu ska SMA kontennya,semangat kak willi sukses sehat suka konten,"['semangat', 'kak', 'willi', 'sukses', 'sehat', 'suka', 'konten']",positif,11
207,2023,Alhamdulilah..trima kasih orang Baik smoga diganti yg Maha Kuasa lebih dri yg dikeluarkannya..sehat2 jga ya Pak...,alhamdulilah terima kasih orang moga ganti maha kuasa keluar sehatsehat ya,"['alhamdulilah', 'terima', 'kasih', 'orang', 'moga', 'ganti', 'maha', 'kuasa', 'keluar', 'sehatsehat', 'ya']",positif,11
208,2023,Amin bagia dunia aherat KK Willie salim cece yg cantik bgttt sehat sllu ya amin amin yrb Al-Amin ??????????????????????,amin bagia dunia aherat willie salim cece cantik banget sehat ya amin amin yrb alamin lipat tangan lipat tangan hati jempol ke atas jempol ke atas hati lipat tangan lipat tangan lipat tangan lipat tangan lipat tangan,"['amin', 'bagia', 'dunia', 'aherat', 'willie', 'salim', 'cece', 'cantik', 'banget', 'sehat', 'ya', 'amin', 'amin', 'yrb', 'alamin', 'lipat', 'tangan', 'lipat', 'tangan', 'hati', 'jempol', 'ke', 'atas', 'jempol', 'ke', 'atas', 'hati', 'lipat', 'tangan', 'lipat', 'tangan', 'lipat', 'tangan', 'lipat', 'tangan', 'lipat', 'tangan']",positif,11
209,2023,Semoga hubungan nya langgeng sampai tujuan aminnn????,moga hubung nya langgeng tuju amin tangan angkat dan rapat sama wajah pesta,"['moga', 'hubung', 'nya', 'langgeng', 'tuju', 'amin', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'wajah', 'pesta']",positif,11
210,2023,Kebaikan yg  mantap semoga selalu sehat ka wili,baik mantap moga sehat kak wili,"['baik', 'mantap', 'moga', 'sehat', 'kak', 'wili']",positif,11
211,2023,Maa syaa Allah ka.. Terharu banget liat orang orang bahagia lewat kak willie,allah kak haru banget lihat orang orang bahagia kak willie,"['allah', 'kak', 'haru', 'banget', 'lihat', 'orang', 'orang', 'bahagia', 'kak', 'willie']",positif,11
212,2023,"Berkah, semoga konsisten dan bisa mendapatkan penghargaan penghargaan yang lain nya,,",berkah moga konsisten harga harga nya,"['berkah', 'moga', 'konsisten', 'harga', 'harga', 'nya']",positif,11
213,2023,Cepetan sembuh ya kak aku doain semoga kak sembuh,cepat sembuh ya kak doain moga kak sembuh,"['cepat', 'sembuh', 'ya', 'kak', 'doain', 'moga', 'kak', 'sembuh']",positif,11
214,2024,   Bismillah Dapet Kabar Bahagia Amin ??,bismillah kabar bahagia amin tangan angkat dan rapat sama,"['bismillah', 'kabar', 'bahagia', 'amin', 'tangan', 'angkat', 'dan', 'rapat', 'sama']",positif,11
215,2024,Gw mulai sekarang pas aku liat video anak yang udh 2 Minggu tinggal di Deket rumah kak Willie tapi cuman di kasih ongkos buat pulang n di kasih baju lebaran aja n GK ngehargai anak itu gw kasian n mulai itu gw agak GK percaya KPD kak Willie,gue pas lihat video anak minggu tinggal rumah kak willie cuman kasih ongkos pulang n kasih baju lebaran n ngehargai anak gue kasihan n gue percaya kak willie,"['gue', 'pas', 'lihat', 'video', 'anak', 'minggu', 'tinggal', 'rumah', 'kak', 'willie', 'cuman', 'kasih', 'ongkos', 'pulang', 'n', 'kasih', 'baju', 'lebaran', 'n', 'ngehargai', 'anak', 'gue', 'kasihan', 'n', 'gue', 'percaya', 'kak', 'willie']",positif,11
216,2024,Selamat ulang Tahun semoga panjang umur serta sukses selalu,selamat ulang moga umur sukses,"['selamat', 'ulang', 'moga', 'umur', 'sukses']",positif,11
217,2020,Sehat sehat ya banggg????,sehat sehat ya bang api api,"['sehat', 'sehat', 'ya', 'bang', 'api', 'api']",positif,10
218,2020,Sehat berkah sukses sllu,sehat berkah sukses,"['sehat', 'berkah', 'sukses']",positif,10
219,2020,Mantap enak banget tuh kak willie seger,mantap enak banget tuh kak willie segar,"['mantap', 'enak', 'banget', 'tuh', 'kak', 'willie', 'segar']",positif,10
220,2020,Bismillah komen di Foto akhir semoga bisa di baca,bismillah komen foto moga baca,"['bismillah', 'komen', 'foto', 'moga', 'baca']",positif,10
221,2020,Bismillah iPhone puasa pertama ?? sehat selalu bnyk rejeki kak amin,bismillah iphone puasa lipat tangan sehat rejeki kak amin,"['bismillah', 'iphone', 'puasa', 'lipat', 'tangan', 'sehat', 'rejeki', 'kak', 'amin']",positif,10
