,index,Tahun,Comments,preprocessed
1144,1394,2023,"Ini ni laki laki bertanggung jawab, contoh nya aja royal ke semua orang, gak mandang wisik lagi, emang terbaik ni kakak kuu🔥🔥😍",nih laki laki tanggung contoh nya royal orang mandang wisik baik nih kakak ku api api wajah senyum lebar mata hati
1145,1395,2023,Apaa ini 😂,wajah gembira urai air mata
1146,1397,2023,Mana iPhone nya,iphone nya
1147,1398,2023,Udah polo kk,polo
1148,1402,2023,Riccienick coba dong pacar in janda tua dan mulia kan hidup nya..,riccienick coba pacar janda tua mulia hidup nya
1149,1403,2023,Ini saya sudah follow baru lihat    yah siapa tau dapat iPhone..hpku hp jadul banget layar udah pecah lagian di cas juga sulit... hahaha...siapa tau lho namanya Sang pencipta bisa saja lho...semangat yaah sukses selalu dan selalu sehat yaah.amin,follow lihat ya tau iphone hpku hp jadul banget layar pecah cas sulit hahaha tau lho nama sang cipta lho semangat ya sukses sehat yaamin
1150,1404,2023,"Itu masi mending pacar,kalo istri gimana?😂",mending pacar kalo istri wajah gembira urai air mata
1151,1405,2023,Bang gw udah folow 👍,bang gue folow jempol ke atas
1152,1406,2023,Bismillah 1jt kk,bismillah jt
1153,1407,2023,Aku udah follow paket lengkap kk🙌,follow paket lengkap angkat tangan
1154,1408,2023,"  udh Khu follow ,mogah dapat seapa adanya 😢",khu follow mogah apa wajah menang
1155,1410,2023,Hai boleh kenalan gak kak 🗿,hai kenal kak moa
1156,1412,2023,Yang penting aku puya,puya
1157,1413,2023,Ga papah kw juga 😢,papah kau wajah menang
1158,1414,2023,Bang bagi ipon dong,bang ipon
1159,1415,2023,Dari sekian bnyak pacarnya kk riccie ada yg benar2 sayang gak?,sekian pacar riccie benarbenar sayang
1160,1416,2023,Ini beneran ya,benar ya
1161,1418,2023,   mau dong hp iphone sm uang buat kirim anak ke pondok pesantren,hp iphone uang kirim anak pondok pesantren
1162,1419,2023,Wajar lah banyak duit😂 klo gak ada duit msh ada yg mau gal semua cewek itu.duit memang bisa buat segalanya karna segalanya butuh duit,wajar duit wajah gembira urai air mata kalo duit gal cewek ituduit butuh duit
1163,1420,2023,Ini ni baru sultan👍,nih sultan jempol ke atas
1164,1421,2023,Gak munafik aku jg mau jdi pacar mu bang 😂,munafik pacar mu bang wajah gembira urai air mata
1165,1422,2023,"  aku udah follow Tik tok, Instagram, YouTube juga udah di subscribe k,trus kapan aku dapat iPhone nya kk,,,aku berharap banget dapat iPhone nya bln ini biar Gadi hadiah ulang tahun aku dari KK plis kkk😢😢",follow tik tok instagram youtube subscribe iphone nya harap banget iphone nya biar gadi hadiah ulang plis wajah menang wajah menang
1166,1423,2023,Kak tolong saya,kak tolong
1167,1424,2023,Dipikir²mending zikir takut dosa,pikir mending zikir takut dosa
1168,1425,2023,Kooo cek dm pnting,cek dm
1169,1426,2023,Wow keren,wow keren
1170,1427,2023,Menyalah bg ku🔥🔥,salah bang ku api api
1171,1428,2023,Keren   🔥🔥,keren api api
1172,1429,2023,Kak bgi dong jajan ya buat pacar maru kamu yg ini😁🥰😘,kak jajan ya pacar maru wajah gembira dengan mata bahagia wajah senyum dengan hati wajah beri cium jauh
1173,1432,2023,Wooy... Keren banget,wooy keren banget
1174,1434,2023,1 juta aja bang,juta bang
1175,1435,2023,Kalo Stargirl peyeumpuan.. 😁,kalo stargirl peyeumpuan wajah gembira dengan mata bahagia
1176,1436,2023,Keren bosku,keren bos
1177,1437,2023,"bukan starboy lagi ini mah, ini super duper starboy",starboy mah super duper starboy
1178,1440,2023,Kak riccie Coba ke malasia,kak riccie coba malasia
1179,1441,2023,"Challange : Ajak ciwi"" nya buat berbagi ke yang lebih membutuhkan di jalan bang ..auto banyak yang like pasti bang   🔥🔥🔥",challange ajak ciwi nya bagi butuh jalan bang auto like bang api api api
1180,1442,2023,Oi bang Star Boy,oi bang star boy
1181,1443,2023,Ternyata riccie ga berani wkwk,riccie berani wkwk
1182,1445,2023,Bagi donk harta nya,harta nya
1183,1446,2023,HARTA TAHTA RICCIE👑👑 EMANG BUKAN MAEN MAEN BOOOSSSSSSSQQQUUUUUUU 👑🔥🔥🔥🔥,harta tahta riccie mahkota mahkota main main boossqqu mahkota api api api api
1184,1447,2023,Suhuuu emang beda wkwk,suhu beda wkwk
1185,1448,2023,mnta uang jajan dong bg,uang jajan bang
1186,1449,2023,Bagus bgt,bagus banget
1187,1451,2023,"Mau uang jajan bang, btw cewe lu banyak bener",uang jajan bang btw cewek lu
1188,1453,2023,"Bissmillah semoga di bales pesan ini ama kak riccie saya sudah paket lengkap Ig,tiktok,sama yt sudah saya follow kak saya pengen hp iphone bebas mau iphone apaan aja sama uang pengen buka usaha",bissmillah moga balas pesan kak riccie paket lengkap ig tiktok yt follow kak pengin hp iphone bebas iphone uang pengin buka usaha
1189,1454,2023,Bagi bg satu,bang
1190,1457,2023,"Aku udah laik atau folow kak riccie di tiktok, di ig dan di youtub",laik folow kak riccie tiktok ig youtub
1191,1458,2023,Mending gua zikir daripada liat starboy,mending gua zikir lihat starboy
1192,1459,2023,Bismillah bantu saya kk buat usaha 🤲,bismillah bantu usaha tangan angkat dan rapat sama
1193,1460,2023,"Si tira , yg di take me out mana? Kok ga lanjut",sih tira take me out
1194,1461,2023,Yang kiri ga cantik cari lagi aja,kiri cantik cari
1195,1463,2023,Cuman menang duit doang cw mau nempel mana ada cw mau cwo banyak cw nyaa,cuman menang duit doang cewek tempel cewek cowok cewek nya
1196,1464,2023,Transfer ada,transfer
1197,1465,2023,Gue juga mau bang  ,gue bang
1198,1466,2023,Sat set sat set,sat set sat set
1199,1467,2023,Hhee single ledis nya mana nich..yang di take me out Indonesia gimana.🙏😄,hhe single ledis nya nih take me out indonesia bagaimana lipat tangan wajah senyum lebar dan mata tutup
1200,1468,2023,Follow 😮,follow wajah dengan mulut buka
1201,1470,2023,langsung to the poin njir🤣,langsung the poin anjir tertawa terbahakbahak
1202,1471,2023,"Kek pacaran keliatan nya, pdhl baru nemu 😅",kayak pacar nya nemu wajah senyum lebar dan keringat
1203,1474,2023,Kak   ....minta hp doong...utk anakku sekolah,kak hp anak sekolah
1204,1475,2023,min ayang tu diaa bangg gass ajaaa,min ayang bang gas
1205,1476,2023,Koh kapan berhenti jadi jomblo,koh henti jomblo
1206,1477,2023,Sampe jadi bg  ,bang
1207,1478,2023,Lo salah bang klo ukur tinggi ya jangan pakai sepatu.😂😂😂😂,lo salah bang kalo ukur ya pakai sepatu wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata
1208,1479,2023,semoga berjodoh ❤️❤️❤️amin,moga jodoh hati merah hati merah hati merah amin
1209,1480,2023,Bg rapiin rambut lu pasti nambah ganteng lu bg👍🏻,bang rapiin rambut lu tambah ganteng lu bang jempol ke atas warna kulit cerah
1210,1481,2023,Mallnya galaxy mall,mallnya galaxy mal
1211,1482,2023,Cocok banget,cocok banget
1212,1483,2023,jirrr langsung di ulty,jir langsung ulty
1213,1484,2023,Kawin kitu mah ang🗿,kawin kitu mah ang moa
1214,1486,2023,Gasin bang,gasin bang
1215,1487,2023,Mau dong bg hp ipone dan laptop dan baju dong bg,bang hp ipone laptop baju bang
1216,1488,2023,Bikin iri aja ini kaum jomblony kek aku😂,bikin iri kaum jomblony kayak wajah gembira urai air mata
1217,1491,2023,Lin dan from indo,lin from indonesia
1218,1492,2023,  rambutnya makin naik,rambut
1219,1493,2023,  masih sama 😍,wajah senyum lebar mata hati
1220,1494,2023, .angietaniaa 😂,angietania wajah gembira urai air mata
1221,1495,2023,Nikahin bang,nikah bang
1222,1497,2023,Bs la org kalian temen,orang teman
1223,1498,2023,Saya mau kk,
1224,1499,2023,50k donk ko,k
1225,1500,2023,Mw di beli in iPhone 14 ndong kk,beli iphone ndong
1226,1501,2023,Bang berani ga jailin bang Willie Salim pake telor Mumpung lagi Hbd bang Willie bismilah TF 500rb  ,bang berani jailin bang willie salim pakai telor mumpung hbd bang willie bismilah tf rb
1227,1502,2023,Semoga Saja,moga
1228,1503,2023,Coba dong potong rambut nya berani ga tf 500 rb,coba potong rambut nya berani tf ribu
1229,1504,2023,  intinya Jan terlalu percaya gitu aja sih,inti percaya sih
1230,1507,2023,"Seriuss nanyak deh!! Orang yg tiba"" didatengin emg bner udh follow yak seriuss nanyak apa karna emg org kepilih atau emg karna bwat cewek yg cantik aja?? Soalnya pernah suami ku tuh didatengin tiba"" bnyak yg ikut jga smuanya pda blm follow tp itu susah bgt game nya dan pas akhirnya ending nya uang 300 di bagi dua . Dan lbih kasian nya sih yg lainnya para ojol yg ikutan gak dpet apa"" udh ikut.. Maaf kak mnurut ku kaka bikin konten yg jujur ya jgn pilih kasih ke siapa yg kaka datengin.",serius nanyak deh orang datang follow ya serius nanyak orang pilih bwat cewek cantik suami ku tuh datang smuanya follow susah banget game nya pas ending nya uang kasihan nya sih ojol ikut dpet maaf kak mnurut ku kakak bikin konten jujur ya pilih kasih kakak datengin
1231,1508,2023,Sat set sat set kabur,sat set sat set kabur
1232,1509,2023,Cocok bang.langsung ajak nikah.di tunggu undangan nya.amiiin,cocok banglangsung ajak nikahdi tunggu undang nyaamin
1233,1510,2023,halo kak,halo kak
1234,1511,2023,😂😂😂😂😂😂😂😂😂😂😂😂😂😂langsung pacaran ajhaaaaaaaaaaaa,wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata langsung pacar
1235,1512,2023,Sertingan kyanya,sertingan kaya
1236,1513,2023,"Jadi kan teman geplok bareg pas tu,,,, dh adh sebulan jadikan permaisuri,,,🤣🤣🤣",teman geplok bareg pas dah adh bulan jadi permaisuri tertawa terbahakbahak tertawa terbahakbahak tertawa terbahakbahak
1237,1515,2023,So sweet...👏,sok sweet tepuk tangan
1238,1516,2023,"Jadikan Broo . . .
jangan sampe lolos",jadi bro lolos
1239,1517,2023,Langsung di ajak pacaran🤣,langsung ajak pacar tertawa terbahakbahak
1240,1518,2023,Bismilah mudah2 han bisa ketemu sama mas riccienick klo ketemu mo minta knang2 ngan hp iphon 14 soalnya biar smangat nontonya soalnya hp ku klo buat nonton cepet mati klo g sambil di cas,bismilah mudahmudah han ketemu mas riccienick kalo ketemu knang ngan hp iphon biar semangat tonton hp ku kalo tonton cepat mati kalo cas
1241,1520,2023,Semoga jodoh bng,moga jodoh bang
1242,1522,2023,Bang pake celana panjang kali2 berani gk .tf1jt,bang pakai celana kali berani tfjt
1243,1523,2023,  berani ga jadi pengamen di lampu merah. Bismillah 500 ribu,berani amen lampu merah bismillah ribu
1244,1524,2023,Ka    berani ga jadi pengamen di lampu merah. Bismillah 500 ribu,kak berani amen lampu merah bismillah ribu
1245,1525,2023,Semoga banyak rejeki terus agar bisa membantu kami yg berkekurangan🙏,moga rejeki bantu rang lipat tangan
1246,1527,2023,"Kemarin gua liat di   Salim lu nge date makan otak bab* Bang,  jujur ut",kemarin gua lihat salim lu nge date makan otak bab bang jujur ut
1247,1528,2023,Cocok bng,cocok bang
1248,1530,2023,Enak tuh kapan bisa makan bareng 😀😀😀,enak tuh makan bareng wajah gembira wajah gembira wajah gembira
1249,1531,2023,Bungkus bang,bungkus bang
1250,1532,2023,Pengikut setia Kaka😍,ikut setia kakak wajah senyum lebar mata hati
1251,1534,2023,Gercep juga nih😂,gercep nih wajah gembira urai air mata
1252,1535,2023,Bang   coba seharian jadi kasir alfamart atau apa ajah bismillah 500rb,bang coba hari kasir alfamart bismillah rb
1253,1536,2023,Lah kok endingnya sat set sat set bang   ,endingnya sat set sat set bang
1254,1538,2023,"Keren ko,langsung to the point",keren langsung the point
1255,1539,2023,Kayak nya ada akun fax nya bang  ,kayak nya akun fax nya bang
1256,1541,2023,Lucu kak buat lagi konten bareng kaka  .angietaniaa  yg romantis😂,lucu kak konten bareng kakak angietania romantis wajah gembira urai air mata
1257,1542,2023,Aku gk tau lgi mnta tlg sma siapa kak😭,tau tolong kak wajah menang keras
1258,1543,2023,Kak tolong akuu🥺,kak tolong wajah memelas
1259,1544,2023,  tolong bantu aku kak,tolong bantu kak
1260,1545,2023," .angietaniaa kak bntu aku dong buat lunasin spp aku, aku gk bsa ikut ujian krna masih nunggak🥺",angietania kak bantu lunasin sapa uji nunggak wajah memelas
1261,1546,2023,Berani ga d ajakin tunangan,berani ajak tunang
1262,1547,2023,kak bntu akuu donggg,kak bantu
1263,1548,2023,Kak bantu akuu tolong aku gk bisa ikut ujian krna blm byr spp🥺🙏,kak bantu tolong uji byr sapa wajah memelas lipat tangan
1264,1549,2023,Main kerumah'y dong ka   Berani gak?😂,main kerumahya kak berani wajah gembira urai air mata
1265,1550,2023,  zag zeg..gasskeeeun,zag zeg gasskeeun
1266,1551,2023,Gtu bang sat sett jngan tele2 langsung 👏👏😂,bang sat set tele langsung tepuk tangan tepuk tangan wajah gembira urai air mata
1267,1552,2023,Hehehe jadi kapan nih di traktir lagi???,hehehe nih traktir
1268,1553,2023,Jajanin aku dong ko gk pnya duit neh ko,jajanin duit nih
1269,1554,2023,Gasuka bang dia decul,gasuka bang decul
1270,1555,2023,Pacaran ajaa sihhh cocok tauu!!!,pacar sih cocok tau
1271,1556,2023,  uda beda skrg,beda
1272,1558,2023,Me mau tapi kagak dapat dapat👏,me kagak tepuk tangan
1273,1559,2023,Mau dong kak di teraktir kak,kak teraktir kak
1274,1560,2023,Pacaran dulu baru di halal kan dulu ya guys 😁😁 pacaran yg sehat2 ya ...,pacar halal ya guys wajah gembira dengan mata bahagia wajah gembira dengan mata bahagia pacar sehatsehat ya
1275,1561,2023,  jangan lupa jurus gombal'y😂😂 tau aja yg bening,lupa jurus gombalya wajah gembira urai air mata wajah gembira urai air mata tau bening
1276,1562,2023,"Semangat kak Ricci,,",semangat kak ricci
1277,1563,2023,muga jodoh koh,moga jodoh koh
1278,1564,2023,Aku Dapet give away palsu dr akun kloningan kak   😂,give away palsu akun kloning kak wajah gembira urai air mata
1279,1565,2023,Koko cepat jadian👍 sebelum pindah ke lain hati😀,koko cepat jadi jempol ke atas pindah hati wajah gembira
1280,1566,2023,Giveaway koh butuh uang😢,giveaway koh butuh uang wajah menang
1281,1567,2023,  kasih pahamm,kasih paham
1282,1570,2023,Ka aku udh follow sm nonton trus dr cewe kk yg partama sampe yg le 10,kak follow tonton cewek partama
1283,1571,2023,Mak rembong,mak rembong
1284,1572,2023,Ko kapan buat konten kek gini lagi? Kangen koko buat konten kek gini huhu😢,konten kayak kangen koko konten kayak huhu wajah menang
1285,1573,2023,Ibu nya kasihan bgt ya,nya kasihan banget ya
1286,1574,2023,Ya walaupun dibuat konten seenggaknya dia ikhlas dalam berbagi ☺️,ya konten enggak ikhlas bagi wajah senyum
1287,1576,2023,Ka saya bantuin emak buat byr kontrakan ka  4bln Ka tf ka 3jt 3432203686 BCA,kak bantuin emak byr kontra kak bln kak tf kak jt baca
1288,1577,2023,"Hhh penonton lama lu gua bg cuman bisa liat lewat jauh aja, jadi iri gua liat lu bagi"" bg kalo ada rezeki gua ikut bagi"" kayak lu bg..",h tonton lu gua bang cuman lihat iri gua lihat lu bang kalo rezeki gua kayak lu bang
1289,1580,2023,Seriusan mau,serius
1290,1583,2023,Aku mau,
1291,1584,2023,"Sehat selalu ya buat kakak nya,, aku kalau di tolong Kakak berasa mimpi, apalagi ketemu",sehat ya kakak nya tolong kakak asa mimpi ketemu
1292,1585,2023,"Konten bermanfaat, semoga kakak banyak rejeki sehat selalu, saya Ibu rumah tangga dari malang Jawa Timur",konten manfaat moga kakak rejeki sehat rumah tangga malang jawa timur
1293,1586,2023,Mau dong a buat biaya anak sekolah dan kuliah 🙏,a biaya anak sekolah kuliah lipat tangan
1294,1587,2023,kak aku juga mau dong kak,kak kak
1295,1588,2023,Sehat trus kak Ricci 😍😍,sehat kak ricci wajah senyum lebar mata hati wajah senyum lebar mata hati
1296,1589,2023,"MashaAllah.. Padahal kamu masih muda bg,, udah bisa sehebat gini,, saling berbagi & memberi sama mreka yg membutuhkan,, lancar selalu rejeki nyh bg,, sehat selalu juga buat kamu orang baik,,   kamu yang terbaik👍💯",mashaallah muda bang hebat bagi butuh lancar rejeki nyh bang sehat orang baik jempol ke atas nilai ratus
1297,1590,2023,"Salut sama yg bagi bagi gak kenal tp nyentuh hati,kelihatan dari dia bertanya kalau mbanya banyak masalah gak, itu artinya dia sangat peduli terhadap orang orang kecil,, semoga cepat centang biru bang biar makin sukses doa terbaik buat orang baik hati",salut kenal nyentuh hati mbak peduli orang orang moga cepat centang biru bang biar sukses doa baik orang hati
1298,1591,2023,"Kalau kita menyenangkan org l maka yg di atas""  pasti memberi lebih ,bisa jadi selalu sehat keluarga  sehat atau ketemu org yg di inginkan, atau di jauhkan dari bahaya semua tergantung dari niat kknya heheheh.......😮😮😮😮😮",senang orang l sehat keluarga sehat ketemu orang jauh bahaya gantung niat kknya heheheh wajah dengan mulut buka wajah dengan mulut buka wajah dengan mulut buka wajah dengan mulut buka wajah dengan mulut buka
1299,1592,2023,"Semoga yg memberi di luaskan resekinya selalu menolong tidak memandang yg bagaimana,,,ya semoga rezeki nya mengalir trs biar bisa membantu yg kecil",moga luas resek tolong pandang ya moga rezeki nya alir biar bantu
1300,1593,2023,Seneng banget bisa berbagi nyenengin orang,senang banget bagi senang orang
1301,1595,2023,Aku dah follow kak,deh follow kak
1302,1596,2023,Follow moga rezeki,follow moga rezeki
1303,1597,2023,Ceweknya kok jutek banget padahal Uda dibantuu kayak cuek aja GT.😭 Gua aja sendiri gak pernah ada yg bantu,cewek jutek banget bantu kayak cuek begitu wajah menang keras gua bantu
1304,1600,2023,Ceweknya kok jutek banget ya,cewek jutek banget ya
1305,1601,2023,"Nangis banget tiap liat orang bisa berbagi, Sehat terus orang baik, 😢 ",menang banget lihat orang bagi sehat orang wajah menang
1306,1602,2023,Alhmdllh di luaskan rejeki nya Kaka trus berbagi dan membantu yg membutuhkan kaka,alhmdllh luas rejeki nya kakak bagi bantu butuh kakak
