,Tahun,Comments,preprocessed,,
1190,2021,"@apriliahndyn_ keluarga mereka itu paling kaya ke 3 di China, ke 7 di Asia, ke 10 di dunia. Atau kebalik yah? Kek gtu deh intinya",keluarga kayak china asia dunia balik ya kayak deh inti,,
1191,2021,@weeiiyii_10 kok tau,tau,,
1192,2021,"@fazaarquilla kerja di tencent, dia keponakanCEO tencent",kerja tencent keponakanceo tencent,,
1193,2021,Menghibur komenan kalian netijen ??,hibur komentar netijen api,,
1194,2021,@apriliahndyn_ kerja di tencent. Sisca ponakan CEO nya,kerja tencent sisca ponakan ceo nya,,
1195,2021,kalian harus banget cobain-!??,banget coba wajah senyum dengan mata bahagia,,
1196,2021,Kak loyangnya beli dimana ya??,kak loyang beli mana ya,,
1197,2021,akhirnya ada yang beneran bisa dicoba wkwkww,benar coba wkwkw,,
1198,2021,Cantik bgt ka,cantik banget kak,,
1199,2021,Baru kali ini suka sama kontennya,kali suka konten,,
1200,2021,@aw.syarifa ini harga tepung 5jt??,syarifa harga tepung jt wajah senyum lebar,,
1201,2021,@rrniags pinter ngonten ntr juga bisa kaya bund ??,pintar ngonten entar kayak bunda wajah gembira urai air mata,,
1202,2021,@glevianita harus pake orang dalemm??,pakai orang dalem wajah menang,,
1203,2021,Kya gini? @achmad_miftach ?? dia udah kaya pinter ngonten lagi ??,kaya tertawa terbahakbahak kayak pintar ngonten wajah senyum lebar dan mejam mata,,
1204,2021,@noviananovi ikut teh...??,teh wajah gembira urai air mata,,
1205,2021,Mirip jesica jane,jesica jane,,
1206,2021,Cuma video ini yg normal dan terikuti,video normal ikut,,
1207,2021,Beli loyang nya dimana bentuk gelas??,beli loyang nya mana bentuk gelas,,
1208,2021,@noviananovi ??????,wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata,,
1209,2021,@nonicintya93 pake gelas wkwk,pakai gelas wkwk,,
1210,2021,@adellinei belii??,beli wajah gembira urai air mata,,
1211,2021,Angkat aku jadi adikmu kak ??,angkat adik kak jempol ke atas,,
1212,2021,"Ku kira jessica jane anj????,mirip sih",ku jessica jane anjing wajah gembira urai air mata wajah gembira urai air mata sih,,
1213,2021,@nonicintya93 tempatnya pake apa ya?,tempat pakai ya,,
1214,2021,@adellinei bikin ini kuy hehee,bikin yuk hehe,,
1215,2021,Nah gini dong bikin konten yang beneran bisa dicoba ??,bikin konten benar coba wajah gembira urai air mata,,
1216,2021,Bahannya ada semua dirumah????,bahan rumah wajah senyum lebar mata hati wajah senyum lebar mata hati,,
1217,2021,@jessicajane99 Kak bikin ginian dikonten kakak????,kak bikin konten kakak wajah senyum lebar mata hati wajah gembira urai air mata,,
1218,2021,"Enak banget cookisnya kaka, apalagi sambil makan coklat dari morica ???? kuy di check",enak banget cookisnya kakak makan coklat morica wajah senyum lebar dan mata tutup wajah senyum lebar dan mata tutup yuk check,,
1219,2021,Lah gw aja maka roti aja nembuh airnya masa kue nya kgk sih hahahaah,gue roti nembuh air kue nya kgk sih hahahaah,,
1220,2021,Sodara nya mana?,sodara nya,,
1221,2021,Kalo diliat liat mirip milea nga sih,kalo lihat milea sih,,
1222,2021,Gk ada adenya kek ada yg kurang,adeknya kayak,,
1223,2021,Salute.orkay tp hobi masak dan bebikinan. Gua ormis gapernah masak??,saluteorkay hobi masak bebikinan gua ormis masak wajah gembira urai air mata,,
1224,2021,Sudah gila ni anak??,gila nih anak wajah gembira urai air mata,,
1225,2021,Jd pengen punya mesin es krim d rmh??,pengin mesin es krim rumah wajah gembira urai air mata,,
1226,2021,idih ????????????,idih api api api api wajah gembira urai air mata wajah gembira urai air mata,,
1227,2021,muntah ga si di behinde the scene nya ??,muntah sih behinde the scene nya wajah menang,,
1228,2021,Makanan orang kaya yang whatever,makan orang kayak whatever,,
1229,2021,@karinadalena_ ??,wajah menang,,
1230,2021,@oliviaaa__26  Nangis melihat ini,menang,,
1231,2021,Apa sih...??,sih wajah menang,,
1232,2021,Sakit perut ga tuh ya,sakit perut tuh ya,,
1233,2021,Aneh2 mknan org kaya,anehaneh mknan orang kayak,,
1234,2021,@donietlw pecinta seblak menangisssssss ????,cinta seblak menang wajah menang keras wajah menang keras,,
1235,2021,Bae bae,bae bae,,
1236,2021,@a.drhynt citiu gada lawan??,drhynt citiu lawan wajah menang,,
1237,2021,@a.drhynt ayo ih seblak citiu di bikin es ??,drhynt ayo ih seblak citiu bikin es wajah gembira urai air mata,,
1238,2021,patut dicoba?? @yola.huwaida @maulydasabrina,patut coba wajah senyum dengan mata bahagia huwaida,,
1239,2021,Nih makanan lu @naflahfaihah @hennyamini,nih makan lu,,
1240,2021,Yg gak suka seblak bukan orang indo tuh??,suka seblak orang indonesia tuh wajah gembira urai air mata,,
1241,2021,Kak bikin Es Krim rasa Mangut Lele dong.,kak bikin es krim mangut lele,,
1242,2021,@putri.sabillaa boleee dicobaa??,sabilla coba tertawa terbahakbahak,,
1243,2021,@snkyla gaskeeeunn,gaskeeun,,
1244,2021,@hennyfh_ mau nya es krim jengkollll,nya es krim jengkol,,
1245,2021,@hennyfh_ kuyyy,yuk,,
1246,2021,@safnah16 kebayang perpaduan rasanya awkwk,bayang padu awkwk,,
1247,2021,@hennyfh_ ingat! Kita bukan Siscakhol :),siscakhol,,
1248,2021,Mari kita cobaaa buat wkwk @putri.sabillaa @safnah16 @erniagustiani_18 @ichaannisaan_ @snkyla,mari coba wkwk sabilla,,
1249,2021,@snackiebite keliatan ekspresi my??,ekspresi my wajah menang,,
1250,2021,Es krim rujak cingur dong wkwk,es krim rujak cingur wkwk,,
1251,2021,sepertinya enak,enak,,
1252,2021,Masih doyan seblak? @alveydine,doyan seblak,,
1253,2021,"Gausah dibuat tutornya kak sis,ga guna sis tutorialnya",tutor kak sis sis tutorial,,
1254,2021,aliyah kalo udah gakuat angkat tangan ya????,aliyah kalo kuat angkat tangan ya wajah menang wajah menang,,
1255,2021,Buatnya juga gampang??,buat gampang wajah menang keras,,
1256,2021,Kk sapa dong??,sapa wajah menang,,
1257,2021,@litadmy7 nah mending terpisah aja yaa  hihihi,mending pisah ya hihihi,,
1258,2021,@hidayahnurul04 ahahaha skuyyyy atuhhhhh eskrimnya terpisah ??,ahahaha skuy atuh eskrimnya pisah wajah gembira urai air mata,,
1259,2021,@litadmy7 coba seblaknya doang we yuk gausah dibikin es krim ??,coba seblaknya doang we yuk bikin es krim wajah gembira urai air mata,,
1260,2021,@hidayahnurul04 yaampuuun  nuruull makasih ?? mari kita cobaa yuk rul ??????,yaampuun nuruul terima kasih tertawa terbahakbahak mari coba yuk rul wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata,,
1261,2021,@litadmy7 ini lita seblaknya ??,lita seblaknya wajah senyum lebar dan keringat,,
1262,2021,Stop sisca,stop sisca,,
1263,2021,@meysaadnd pecinta seblak nii:v,cinta seblak nih v,,
1264,2021,@its_cr3d mau seblaknya,seblaknya,,
1265,2021,"@cllsta.apr kalo enak jual, kalo gk enak buang",apr kalo enak jual kalo enak buang,,
1266,2021,@cllsta.apr experiment,apr experiment,,
1267,2021,@its_cr3d heh??,heh wajah menang keras,,
1268,2021,@cllsta.apr gas,apr gas,,
1269,2021,@zainulmilla_ ??????,wajah lelah wajah lelah wajah lelah,,
1270,2021,?????????? ngeriii lah...dicampur2,wajah menang wajah muntah wajah muntah wajah muntah wajah muntah ngeri campur,,
1271,2021,ICE CREAM JENGKOL dong kakaaaa??,ice cream jengkol kakak wajah gembira urai air mata,,
1272,2021,"Astagfirullahadzimmm,sisca coba bkin esklim dari ikan asin sepat??",astagfirullahadzim sisca coba bikin esklim ikan asin sepat wajah menang,,
1273,2021,@kentbudy Nah ini.....??,tepuk tangan,,
1274,2021,Wkkk ngadingadi bocahnya @dlarasnov,ngadingadi bocah,,
1275,2021,@tiasepti5 hahaa,haha,,
1276,2021,@ririen96 bumil ulah ngacaii kabita,bumil ulah ngacai kabita,,
1277,2021,"Uyuhannn , dek nyien moal guys? @irahrlna_ @noviasri.rahayu @tiasepti5 @lialestariii15",uyuh dek nyien moal guys rahayu,,
1278,2021,@natmarsya ya harus nya ga d bkin es krim jg?? org kaya kalo gabut emg MasyaaAllah bgt :'),ya nya bikin es krim wajah menang orang kayak kalo gabut masyaallah banget,,
1279,2021,Gimana ni komentar anda pecinta seblak? @insanidewi_,nih komentar cinta seblak,,
1280,2021,Rikues eskrrim pete ya kaka biar nambah gokil,rikues eskrrim pete ya kakak biar tambah gila,,
1281,2021,Anak konglomerat doyan seblak juga trnyt. ??,anak konglomerat doyan seblak trnyt wajah gembira urai air mata,,
1282,2021,Request dong @siscakohl es krim semur  jengkol :-D,request es krim semur jengkol di,,
1283,2021,"@desialghivari mari kita muntah, adik ku ga suka jeh rik haha",mari muntah adik ku suka jeh rik haha,,
1284,2021,Mari kita cobaaa @ibnuindrayana  @ayu.go ??,mari coba go wajah gembira urai air mata,,
1285,2021,@virliana19  @itsmeai3_  mariii dicoba kwwkwk,mari coba kwwkwk,,
1286,2021,@oliplip_97 ????????,wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata,,
1287,2021,@kjw._srxrx ngakak asli??,srxrx akak asli wajah gembira urai air mata,,
1288,2021,@zzlaa_ mari kta coba bikin es krim dari bakso ??,mari coba bikin es krim bakso wajah babi,,
1289,2021,@ratihanggraeni__ mari kita cobaaa,mari coba,,
1290,2021,@rulladhaa_ vakum dulu sama pedes??,vakum pedas wajah gembira urai air mata,,
1291,2021,@nerissa_arviana21 sedepp????,sedep api api,,
1292,2021,@saneesptr_ ??????,wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata,,
1293,2021,@nerissa_arviana21 gila ini mah,gila mah,,
1294,2021,@nerissa_arviana21 kemvroh,kemvroh,,
1295,2021,@nerissa_arviana21 kemproh,kemproh,,
1296,2021,@emmazulfas @roichaaimma @bella_anstsna ?? kalian punya ide apa ??,tertawa terbahakbahak ide tertawa terbahakbahak,,
1297,2021,Kak bikin es krm rasa bakso dong plis ??????,kak bikin es kirim bakso plis lipat tangan lipat tangan lipat tangan,,
1298,2021,Bikin es krim rasa tai ayam di campur sama susu kyaknya enak tuh,bikin es krim tahi ayam campur susu kayak enak tuh,,
1299,2021,@farines_khofifah rosulmah cerik ninggali kalakuan umatna siga kitu??????,rosulmah cik ninggali kalakuan umatna siga kitu tertawa terbahakbahak tertawa terbahakbahak tertawa terbahakbahak,,
1300,2021,@tiyoagng seblak tiis oge teu ngenah komo dijadikeun es krim?? ampun siska??,seblak tiis oge teu ngenah komo dijadikeun es krim wajah menang ampun siska wajah menang,,
1301,2021,@c_1_l_o_k ngadi2 beb ieuteh??,ngadi beb ieuteh wajah menang keras,,
1302,2021,Oh tidaaak??,oh tidaak wajah menang,,
1303,2021,Bisa bisanya gua penasaran sama rasanya,bisa gua penasaran,,
1304,2021,@chaterina07 ??,wajah senyum lebar mata hati,,
1305,2021,Kk bikin.es krm pake. toppoki pilis????????????????????????????????????????????????????????????????????????????,bikines kirim pakai toppoki pilis hati merah hati merah hati merah hati merah hati merah hati merah wajah senyum lebar dan mata tutup wajah cemas wajah cemas wajah cemas wajah cemas wajah cemas wajah cemas wajah cemas wajah stres wajah stres wajah stres wajah stres wajah stres wajah kecewa wajah kecewa wajah kecewa wajah kecewa wajah menang wajah menang wajah menang hati sinar hati sinar hati sinar hati sinar hati sinar hati sinar hati sinar hati sinar hati sinar,,
1306,2021,@dianita_sugiyo ew ga kebayang rasanya ??,ew bayang wajah gembira urai air mata,,
1307,2021,Cc @tantri_ns,sih,,
1308,2021,Bulu babi ini mh,bulu babi mah,,
1309,2021,"@angguntiarasb cuy sebulan kan kito makan 400rb, kalo dio punya berlembar2 biso buat setahun kito makan wkwkwk",cuy bulan kito makan rb kalo dio lembar biso tahun kito makan wkwkwk,,
1310,2021,@r_yanni18 itu kertas yg emasnyo pacak kito jual untuk makan kito 1 bulan cuk,kertas emasnyo pacak kito jual makan kito cuk,,
1311,2021,@angguntiarasb gaji aku 2 bulan buat makan siscakohl 1jam,gaji makan siscakohl jam,,
1312,2021,kakkk tolong baca dm aku ????,kak tolong baca dm wajah memelas lebah madu,,
1313,2021,Bulu babi kah??,bulu babi kah wajah agak senyum,,
1314,2021,@amaliaaz__ iih tidak disangka nini pada abad ke-21 merancang piring untuk siska kol,ih sangka nini abad ke rancang piring siska kol,,
1315,2021,Kya piring nini @dina.sfr @khrrnisaa,kaya piring nini sfr,,
1316,2021,@ralhansajang yaaaaahhhh berasa kesenggol ya kemiskinan mu ??,yaah asa senggol ya miskin mu wajah gembira urai air mata,,
1317,2021,@ralhansajang yarin aja sih terserah dia bilang aja lu iri gak mampu ??,yarin sih serah bilang lu iri wajah gembira urai air mata,,
1318,2021,@sandywaey31 betuul. Uni/sea urchin = bulu babi,betuul unisea urchin bulu babi,,
1319,2021,Itu kok kyk isian bulu babi ya apakah betullll ??? klo isian bulu babi sih emg enk gurih tp klo yg d laut indonesia kyk yg prn aq makan isian ny sikit?? btw uang ny udh bleberan kmn2 kali ya??,kayak isi bulu babi ya kalo isi bulu babi sih enak gurih kalo laut indonesia kayak prn makan isi nya sikit wajah gembira urai air mata btw uang nya bleberan kmn kali ya wajah dengan mata ke atas,,
1320,2021,@ralhansajang ??????,wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata,,
1321,2021,Alah ntar juga jadi tai,alah entar tahi,,
1322,2021,Buset dah??,buset deh wajah menang,,
1323,2021,Ya alloh duit 5jt mending makan diemol dah bisa buat 2 mingguan ??,ya allah duit jt mending makan emol deh minggu wajah gembira urai air mata,,
1324,2021,Umm keinget jerome ama sisca kohl di youtube,um jerome sisca kohl youtube,,
1325,2021,"@me_ray15_hsb seafood dari hokkaido emg kualitasnya bagus banget kak,banyak di jual keluar juga seafood dari hokkaido",seafood hokkaido kualitas bagus banget kak jual seafood hokkaido,,
1326,2021,@kenziepricilia bisa jd tai dia jd emas kn ga ada yg tau apa u pernah liat tainya ? Wkwkkwkwk,tahi emas tau lu lihat tainya wkwkkwkwk,,
1327,2021,@kenziepricilia iy tp makanan yg masuk kemulut dia beda sama makanan yg masuk ke mulut u . Bismillah rumah di pik @siscakohl,iya makan masuk mulut beda makan masuk mulut lu bismillah rumah pik,,
1328,2021,@widyapriliyana si uni dimakan??,sih uni makan tertawa terbahakbahak,,
1329,2021,"Uni, apakah kamu itu? @_y0unii @ramlahtandiarak ????",uni tertawa terbahakbahak tertawa terbahakbahak,,
1330,2021,Tau cara buatnya tapi gk bisa beli bahannya??,tau buat beli bahan wajah gembira urai air mata,,
1331,2021,Hokaido Mulu??ada apa di hokaido?,hokaido mulu wajah menang hokaido,,
1332,2021,Ini kan Isi dari Bulu Babi,isi bulu babi,,
1333,2021,@cranberrieskopi hahaha sampe ngapak saya ????,hahaha ngapak wajah gembira urai air mata wajah gembira urai air mata,,
1334,2021,Uni tuh dari bulu babi kan?,uni tuh bulu babi,,
1335,2021,@rexa.strudel aku mengsedih kak??,strudel mengsedih kak wajah menang,,
1336,2021,Bulu babi kan,bulu babi,,
1337,2021,Itu mah telor ikan kalik??,mah telor ikan kali wajah gembira urai air mata,,
1338,2021,@shandy_rifaldi_09  uni susi??,uni sus wajah gembira urai air mata,,
1339,2021,@cranberrieskopi kok aku ngukuks baca komen inih ????,ngukuks baca komen wajah gembira urai air mata wajah gembira urai air mata,,
1340,2021,@rarapio ????????,wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata,,
1341,2021,@cranberrieskopi ??,wajah gembira urai air mata,,
1342,2021,Makan mulu pantesan chuby,makan mulu pantesan chuby,,
1343,2021,Kenapa gak beli Uni Soviet sekalian kak??,beli uni soviet kak wajah menang,,
1344,2021,@shandy_rifaldi_09 ??,wajah gembira urai air mata,,
1345,2021,Di Indonesia daerah Padang banyak uni uni @andrysetia_budi @restinurhayati20 ??????,indonesia daerah padang uni uni wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata,,
1346,2021,Rasa ny kyk apa tu yg kuning2? Ashanti jg mkn,nya kayak kuning ashanti,,
1347,2021,Bulu babi itu enak bgt.di Jepang mahal di kampung murah,bulu babi enak bangetdi jepang mahal kampung murah,,
1348,2021,Enak bgt jadih lu duit banyak,enak banget jadih lu duit,,
1349,2021,Uni pipipipipipioioi yoisal ... Lagu nya blaxk pink,uni pipipipipipioioi yoisal lagu nya blaxk pink,,
1350,2021,Adik nya di jadikan bahan percobaan ??,adik nya jadi bahan coba wajah gembira urai air mata,,
1351,2021,Ini kan ada di challenge top 3 masterchef Indonesia,challenge top masterchef indonesia,,
1352,2021,Tambahkan emas yang bisa di makan ?? ( dah lah ),tambah emas makan wajah gembira urai air mata deh,,
1353,2021,Lapaarrrr @chriselynsks,lapaar,,
1354,2021,"Kenapa adek dia selalu yg pertama, aku kasian ??",adek kasihan wajah menang,,
1355,2021,@mayapsbe ooh ubi jalar ya????,oh ubi jalar ya wajah gembira urai air mata wajah gembira urai air mata,,
1356,2021,@indahbranum itu ubi??,ubi wajah gembira urai air mata,,
1357,2021,Bulu babi ni,bulu babi nih,,
1358,2021,Hewan apaaan ituu?? gua merinding liat bentuk ny??,hewan wajah menang gua merinding lihat bentuk nya wajah menang,,
1359,2021,Ginjal gue nangis liat ini,ginjal gue menang lihat,,
1360,2021,washabi asli dia bilaaaang ??,washabi asli bilaang tepuk tangan,,
1361,2021,Uni jalar bukan sih ??,uni jalar sih wajah pikir,,
1362,2021,@fitriiyan_ buahnya daun salam itu mah ??,buah daun salam mah wajah senyum lebar dan keringat,,
1363,2021,Baru tau co ada hewan namanya uni??,tau cowok hewan nama uni wajah dengan mulut buka,,
1364,2021,"Dikulkas ada jugasih uni, tp warna ungu",kulkas jugasih uni warna ungu,,
1365,2021,Simpel dan mahal sekali,simpel mahal,,
1366,2021,"Nggak doyan lagi,,",doyan,,
1367,2021,mak pengen kaya??,mak pengin kayak moa,,
1368,2021,Menangis melihat uni nya ketika masuk ke mulut ?? gajiku berteriak,menang uni nya masuk mulut wajah menang keras gaji teriak,,
1369,2021,Klo penggemar udang bisa puas makan banyak udang nya,kalo gemar udang puas makan udang nya,,
1370,2021,@duuuuyyyyyyy ????????,wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata,,
1371,2021,""" di Indonesia juga ada uni "" yang gue tau uni uni Padang penjual baju??????",indonesia uni gue tau uni uni padang jual baju wajah menang wajah menang wajah menang,,
1372,2021,Kita wasabi palsu aja,wasabi palsu,,
1373,2021,@123dwinun ahaha,ahaha,,
1374,2021,ee nya mereka kaya apa ya..??,e nya kayak ya wajah dengan tangan tutup mulut,,
1375,2021,Telur ikan,telur ikan,,
1376,2021,Kk mirip mlam,mlam,,
1377,2021,@cindydrp__ hambar ga ad rasa kak dan pas di mulut langsung meleleh aja. Jd pd dasarnya emas itu hanya utk estetik. Tp ga ad rasa dan ga ad tekstur.,hambar kak pas mulut langsung leleh dasar emas estetik tekstur,,
1378,2021,cintai lah produk indo ??,cinta produk indonesia moa,,
1379,2021,"Konten penghibur kemiskinan,,",konten hibur miskin,,
1380,2021,mending kasih gw aja tuuh duit nya buat nafkahin istri ????,mending kasih gue tuh duit nya nafkah istri wajah gembira urai air mata wajah gembira urai air mata,,
